,0,1,2,3,4,5,6,7
CCDC85B,1.0346302,1.556717,1.5036547,1.1797763,1.3494372,1.2220703,1.6835132,1.4882678
B4GAT1,1.9746962,1.3626385,1.8583406,1.428174,1.316056,1.1974736,1.3127731,1.3197144
NPAS4,1.0061855,1.6314474,1.5760869,1.6525276,1.3024626,1.8995512,1.3988851,1.8408273
SHANK2,2.1727486,1.1406318,1.8535907,1.3557881,1.4571164,1.7387693,1.1068565,1.6439555
PGM2L1,1.9061077,2.0731156,1.3815248,1.416717,1.475791,1.5881467,1.4214272,1.7345686
RP11-864N7.2,1.5646849,1.9196359,1.2314893,1.2567238,1.2574471,1.6667018,1.319836,1.6864686
TENM4,1.6167865,2.1747541,1.5554206,1.3615817,1.4981025,2.0946963,1.5800604,1.59996
RP11-160H12.2,1.6206548,1.1766564,1.490197,1.447987,1.2362247,1.3337485,1.4805893,1.3633583
CTD-2537O9.1,1.924289,1.6370549,1.703982,1.8979119,1.9445082,1.2160369,1.205048,1.868653
TAF1D,1.3177344,1.4638032,1.4841862,1.1758587,1.4176195,1.479136,1.5577192,1.2103041
CNTN5,1.9052366,1.7177325,1.5448897,1.5194511,1.7070616,1.6048326,1.0262872,1.5345383
KIAA1377,1.4537832,1.4755287,1.803138,1.3716707,1.7086514,1.4399459,1.3770646,1.6726874
PDGFD,1.1131303,1.3302147,1.7292879,1.6675342,1.413518,1.4584526,1.3788823,0.9594209
GUCY1A2,1.5236658,1.3647656,1.6938347,1.3268225,1.9014581,1.4876503,1.8043027,1.6848385
C11orf87,1.9797913,1.2613512,2.0152001,1.6166898,1.4906003,1.6224879,1.5328896,1.8292263
CADM1,2.0427902,1.2226069,1.5954767,1.6515929,1.641103,1.7354184,1.784389,1.4835563
PAFAH1B2,1.600503,1.7449352,1.1778826,1.2995203,1.2171953,1.0953003,1.2122734,1.3192662
DSCAML1,1.4228438,1.4190679,1.5882784,1.5985527,1.4831272,1.280164,1.9202423,1.2579099
ATP5L,1.3473958,1.3608335,1.6678509,1.2446532,1.8400654,1.4493417,1.5377257,1.1919199
THY1,1.5917654,1.3194125,1.7119853,1.8475785,1.7036074,1.3981248,1.6131277,1.4455312
HSPA8,1.6033258,1.3380796,1.1950747,1.6396521,1.425786,1.4896055,1.4770478,1.5706869
SCN3B,1.7722132,1.8137072,1.4994466,1.1140249,1.8743558,1.3178759,1.8002603,1.4182606
TBRG1,1.414239,1.2340202,1.3950738,1.4633688,1.4096493,1.5561923,1.4572252,1.7534467
NRGN,1.3951386,1.9320765,1.4217759,1.7896788,1.7128543,1.7142035,1.8058943,1.7777661
KIRREL3,1.5767994,1.9430777,1.6334753,1.6694455,1.7940484,1.6117033,1.3557739,1.4734898
APLP2,1.673829,1.5174558,1.4195365,1.5352532,1.6740413,1.9424363,1.4808735,1.773861
NTM,1.4337382,1.5532588,1.3381971,1.7350266,1.7488494,1.3777674,1.472832,1.4416747
OPCML,1.6564045,1.7057723,1.6172593,2.2161176,1.3908268,1.2704483,1.8760988,1.8701032
LINC00710,1.5455632,1.2241762,1.4804637,1.8257056,1.292867,1.6150123,1.5720891,1.6005365
CELF2,1.7663919,2.091804,1.4607893,1.5805589,1.7282947,1.5792289,1.7171259,1.4715436
CAMK1D,1.7718494,1.8337096,2.022188,1.648174,2.369039,2.0757468,1.9932654,1.3288122
CACNB2,1.7051334,1.4987543,2.2071166,1.8214711,1.577902,2.0631382,1.2898175,1.5292524
RP11-499P20.2,1.3910892,1.451905,1.2813576,1.5109776,1.3499521,1.519439,1.5080974,1.1132785
PLXDC2,1.680778,1.7622541,1.3170184,1.3979304,2.3883631,1.6420455,1.2438582,1.5905952
KIAA1217,1.6622444,1.3501362,1.4508982,1.4807247,1.6871364,1.485245,1.6671293,1.3849567
ZEB1,1.4177767,1.5015141,1.3304158,1.3737072,1.7513134,1.7746718,1.6813774,1.4577667
PRKG1,1.6037387,1.6130903,1.2230369,1.6735363,1.2767099,1.3641771,1.7817913,1.1722689
PHYHIPL,1.511919,1.4801664,1.7356979,1.9401058,1.6126101,1.344277,1.629734,1.9005541
ARID5B,1.2656726,1.400759,1.327227,1.6098856,1.4341426,1.887402,1.6328517,1.6864542
CTNNA3,1.428687,1.3396055,1.1032902,1.7747359,1.2848566,1.7590032,1.6904774,1.3604859
LRRTM3,2.205015,1.5018312,1.744767,1.9999574,1.8413188,1.541056,1.6618847,1.8668383
PSAP,1.5499774,1.3752109,1.78682,1.6172711,1.7932549,1.6198137,1.760567,1.5202435
PPP3CB,1.8766462,1.7263126,1.9316872,1.4054967,1.8690263,1.211634,1.4653269,1.3719113
GHITM,1.2226738,1.7797155,1.6535403,1.421,1.3325908,1.5989323,1.3908325,1.8968887
SNCG,1.6425289,1.4497292,1.3057879,1.687951,1.2776377,1.5773517,1.1282285,1.1827294
NUTM2A-AS1,1.2337494,1.3673351,1.7634815,1.5832522,1.7979668,1.6541643,1.656914,1.7314305
SORBS1,1.7217406,1.5225182,1.5129212,2.1047115,1.8267874,1.5847274,1.7632416,1.7230633
PGAM1,1.5179862,1.6694846,1.8548932,1.3857043,1.5299575,1.4507362,1.3710804,1.3757339
PSD,1.7231596,1.6043651,1.3501807,1.4530898,1.52106,1.2440629,1.4925388,1.6726968
USMG5,1.829692,1.6676314,1.6351126,1.1521658,1.9481772,1.4412276,1.4076542,1.429233
SORCS3,1.5060078,1.5066268,1.8232635,1.5899174,2.0115302,1.5709946,1.5520858,1.6631446
RP11-215A21.2,1.5009707,1.2177204,1.318692,1.4146811,1.5248249,1.3724154,1.3768638,2.0161767
INPP5F,1.1880455,1.2257409,1.7297069,1.4859203,1.7552851,1.275209,0.99240774,2.0780075
BNIP3,1.7074922,1.2435738,1.1314694,1.3401436,1.5286171,1.3256694,1.2966467,1.0980192
SPRN,1.9190924,1.3680161,1.5637122,1.3891128,1.5225756,1.2120956,1.61107,1.2583004
GAPDH,1.7462327,1.9707127,1.6761788,1.5624049,1.6248673,1.5507162,1.8530449,1.3710735
MLF2,1.5003164,1.2098699,1.6879804,1.441494,1.3131707,1.3862426,1.4028631,1.4152176
PTMS,1.6012578,1.2386345,1.6064725,1.4501472,1.3955039,1.4578985,1.5192312,1.3412865
TPI1,1.7928627,1.3704875,1.946237,1.5832281,1.287895,1.7211382,1.4632543,1.4181098
ENO2,1.7984872,1.7824042,1.2474365,1.7503525,1.4210938,1.7226682,1.6411438,1.5057708
CLSTN3,1.2644309,1.8899279,1.8694948,1.9601035,1.4979768,1.7367338,1.512038,1.4691209
GABARAPL1,1.3189969,1.6507243,1.3643432,1.4142184,1.5450165,1.3242928,1.3642993,1.3644973
GRIN2B,2.1502757,1.595821,1.918301,2.256571,2.3098593,1.7815056,1.6300749,1.322344
MGST1,1.5877798,1.5096779,1.6434739,1.5613428,1.3448259,1.8763446,1.658074,1.5176461
LMO3,1.7633802,1.423777,1.5219115,1.4612566,1.3922017,2.1049097,1.3007014,1.9362776
LDHB,1.7448835,1.2222539,1.6924927,1.4196562,1.4237466,1.5528938,1.2811351,1.2001996
ETNK1,1.2595619,1.725637,1.9208854,1.2716556,1.9343454,1.48692,1.4830898,1.4322283
SOX5,1.620901,1.6761227,1.9924616,1.5310615,1.5369612,1.4743847,1.4983662,1.0624352
ITPR2,1.3300015,1.3455755,1.9781669,1.3411914,1.5649587,1.6434735,1.6325569,1.778229
PPFIBP1,2.0061576,1.5551522,1.3111533,1.4439149,1.4973884,1.6913798,1.5684522,1.4877751
TMTC1,1.1473982,1.3017148,1.5916557,1.4107927,1.5400435,1.4865818,1.3502237,1.2173449
KIF21A,1.5849727,1.372087,1.8227088,1.4797105,1.4339414,1.7931566,2.0900033,1.6438622
CNTN1,1.4762502,1.8112636,1.8760421,1.9523654,2.036862,1.5923653,1.8862518,2.0095415
TMEM117,1.5915694,1.2894131,1.4772811,1.6115109,1.3152696,1.977986,1.9382108,1.3547823
CCDC65,1.8034831,1.7701249,1.4485017,1.3156812,1.3517576,1.6693484,1.6751224,1.3554485
TUBA1B,1.6562101,1.5222987,1.454535,1.4587275,1.3731189,1.5360622,1.497247,1.3822992
TUBA1A,1.1879169,1.5347227,1.4720503,1.9450426,1.5610853,1.7577571,1.6070492,1.5557793
FAIM2,1.6093467,1.3723403,1.1163782,1.640978,1.6840173,1.5178493,1.2519578,1.1648722
RP4-605O3.4,1.8618859,1.6220059,1.8678817,1.2782358,2.1414464,1.1347537,1.3378905,1.4506618
GRASP,1.3987802,1.597287,1.5917429,1.2288957,1.6127282,1.2845919,1.4043223,1.2809455
NR4A1,1.5325083,1.5511535,1.55934,1.5232015,1.6023519,1.5382845,1.4059535,1.35283
PFDN5,1.6043711,1.6129123,1.3649235,1.6278818,1.6650063,1.5399377,1.3007791,1.4426742
TESPA1,1.797488,1.5618087,1.7831984,1.6479263,1.6452385,1.5140903,1.1523031,1.5982134
RP11-977G19.5,1.380699,1.4693623,1.5024377,1.3294091,1.7986815,1.878886,1.417912,1.3800039
ATP5B,1.4185804,1.8030745,1.5080609,1.3024373,1.627893,1.2530679,1.2988151,1.3197197
NACA,1.2418418,1.4450536,1.3933425,1.3230377,1.1505893,1.747255,1.5586723,1.531595
R3HDM2,1.811905,1.3693101,1.5403163,1.7464734,1.8437865,1.8491607,2.153268,1.6687266
AGAP2,1.4836498,1.8028061,1.3797191,1.4158062,1.308589,1.4056302,1.3306886,1.3266076
RP11-611E13.2,1.9734191,1.5532933,1.4754206,1.1702515,1.3586394,1.353278,1.5277463,1.7790405
TRHDE,1.7693728,1.5970739,1.5464253,1.598585,1.3776212,1.9199727,1.4254646,1.472252
KCNC2,1.3491039,1.9583615,1.53298,1.5917251,1.9350382,1.6714932,1.7468603,1.7825989
SYT1,1.7912413,1.628135,1.690796,1.6095428,1.9010583,1.0940375,1.5923643,1.4446788
RP11-390N6.1,1.5790471,1.3255357,1.6632022,1.7676702,1.5559863,1.3741354,1.2623765,1.4867837
RP1-78O14.1,1.8711427,1.6296694,1.549364,1.3451537,1.3530505,1.8972532,1.73205,1.597543
PPFIA2,1.4550886,1.5031065,1.7587041,2.0663514,1.5967914,1.9240179,1.8356913,1.2729175
RP11-315E17.1,1.2768345,1.8082321,1.5847068,1.5362798,1.4256191,1.3956369,1.4015987,1.6187838
MGAT4C,1.7999301,1.6919748,1.5822355,1.7056313,1.4635177,1.6122032,1.5161729,1.6076317
DUSP6,1.4523057,1.4908606,1.6675069,1.479808,1.3607687,1.3967402,1.4343172,1.119397
ATP2B1,1.7138945,1.8731958,1.7404828,1.8749378,1.9814425,1.8240213,1.6056961,1.4648021
NUDT4,1.7157947,1.4047179,1.2172434,1.4103755,1.021994,1.4601171,1.2868245,1.2616792
RMST,1.4744343,1.3472369,1.6914343,1.6210067,1.3742204,1.6714368,1.5699029,1.4466642
RP11-473C19.1,1.5484339,1.4542205,1.3030893,1.6766694,1.8156135,1.6931068,1.5081941,1.434849
HSP90B1,1.5262761,1.3244388,1.5881927,1.3381313,1.6404724,1.0761518,1.52664,1.6677555
NUAK1,1.591887,1.4931934,1.3556086,1.3261222,1.6965755,1.4095954,1.6185111,1.6929425
ATP2A2,1.3156046,1.5914563,1.3463558,1.5643274,1.4926409,1.6581486,1.6380088,1.3624285
KSR2,1.4700835,1.7990867,1.446651,1.3798326,1.7519408,1.4246007,1.5204383,1.5515808
PEBP1,1.3669621,1.5527555,1.852053,1.2512045,1.4627733,1.628071,1.6752234,1.4280026
DYNLL1,1.4726055,1.4482377,1.7572957,1.9658941,2.0037248,1.4031055,1.9326109,1.7420168
CABP1,1.560232,1.4424652,1.3037342,1.3261656,1.6082844,1.6974019,1.2520558,1.9647853
UBC,1.3901806,1.4474578,1.6659633,1.6211568,1.4306506,1.6842598,1.2975521,1.9319786
LINC00507,1.5476711,1.3708395,1.2765939,1.5081747,1.5633315,1.3767695,1.4339907,1.6233877
LINC00508,1.5108697,1.7924501,1.3099556,1.350949,1.5286669,1.4018791,1.3713151,1.5461363
RIMBP2,1.6611649,1.4291879,1.712166,1.7797357,1.6477273,1.7723993,1.5153018,1.4900777
MMP17,1.351741,1.5031406,1.5128909,1.4566491,1.5064062,1.4042695,1.4904032,1.1210878
MPHOSPH8,1.6566124,1.3532851,1.010105,1.4051026,1.7022488,1.7160182,1.8416606,1.6867621
ATP5EP2,1.995258,1.0310695,1.2418545,1.1324964,1.2783027,1.4073975,1.5427629,1.4222425
HSPH1,1.6469619,1.5067885,1.4193343,1.1447998,1.5543574,1.6630416,1.3004392,1.4730928
N4BP2L2,1.4887707,1.6991405,1.8938022,1.7040865,2.0877545,1.8054972,2.261503,1.2413285
AKAP11,1.6027708,1.9669287,1.7711982,1.5793437,1.6789237,1.5800539,1.3652732,1.6012423
TSC22D1,1.8248315,1.5706018,1.5623904,1.5230906,1.7453426,1.448256,1.8638942,1.3629124
TPT1,1.4283684,1.8195161,1.2363613,1.4594059,1.6764657,1.6035501,1.6872543,1.7980494
HTR2A,1.3227676,2.0541947,1.7321562,1.0363554,1.4864844,1.2519475,1.5968043,1.5775062
ITM2B,1.4836106,1.277994,1.7331785,1.7698406,1.5991106,1.5701514,1.9261763,1.6081083
COX7CP1,1.4000492,1.9552536,1.1679358,1.5664725,1.5896242,1.6620142,1.9609824,1.3192616
PHF11,1.3584838,1.4562217,1.001927,1.6266862,1.2782822,1.496086,1.701891,2.003678
PCDH8,1.5618,1.3975779,1.2680387,1.0997635,1.3894906,1.7812223,1.5344378,1.6776459
PCDH9,2.0438118,1.9695914,1.7889155,1.5169443,1.600566,2.0146475,1.7943754,2.0358348
PCDH9-AS1,1.4016097,1.4758373,1.3352692,1.6625048,1.5515735,1.3534777,1.3962024,1.4838096
PCDH9-AS2,1.532744,1.1524746,1.5026048,1.4810771,2.0649602,1.5505582,1.9264733,1.5721421
NDFIP2,1.4986613,1.606366,1.4790136,1.2031693,1.7892942,1.3272433,1.3706119,1.6084399
GPC5,1.5680366,1.854411,1.8468449,1.2644439,1.9205557,1.642698,1.0574919,1.3523163
HS6ST3,1.5028505,2.1002908,1.8888079,2.2400374,1.7237071,1.8935008,2.03848,1.4844497
RAP2A,1.6987067,1.6131798,1.4822742,1.3494437,1.141268,1.5792358,1.0144819,1.5726943
ARGLU1,1.3996477,1.5061659,1.2823625,1.6094651,2.3979104,1.4075675,1.4126778,1.8956913
MYO16,1.5789549,1.3515836,1.3556433,1.5692439,1.2699699,1.436834,1.4455398,1.6225479
PABPN1,1.0934533,1.4320177,1.347682,1.6219674,1.9086214,1.7980386,1.1269614,1.3461955
SLC22A17,1.8630646,1.3804152,1.5595698,1.566313,1.5390023,1.9201144,1.3304834,1.518481
RP11-314P15.2,1.2880203,1.5580524,1.757906,1.9387494,1.7371147,1.5211258,1.5787796,1.6028441
ATL1,2.038852,1.7784195,1.5532753,1.5313431,1.7982237,1.6757575,1.534967,1.7708346
ARID4A,1.4144669,1.5201063,1.9187447,1.6052587,1.8242955,1.6748302,1.4560226,1.151663
RP11-112J1.1,1.604843,1.2192538,1.4325889,1.2273705,1.6811851,1.1046429,1.3501599,1.704218
RTN1,1.5539857,1.8456016,1.6125954,1.8929138,1.9810392,1.5626166,1.3481603,2.110268
KCNH5,2.022415,1.4437649,1.4341543,1.52731,1.5201852,1.4049717,1.9764673,1.2750626
SRSF5,1.645685,1.234105,1.73822,2.0854595,1.4616492,1.8801695,1.2954463,1.6319093
FOS,1.0874226,1.1719209,1.6097549,1.3399671,1.5527154,1.4215782,1.7848495,1.8954021
NRXN3,1.6935688,1.8723426,1.658314,1.6678588,2.1538947,1.661461,1.9209712,1.6385319
RP11-242P2.1,1.4945428,1.5511569,1.5740615,1.492837,1.3571838,1.6279539,1.5588986,1.5534822
RP11-594C13.1,1.5913974,1.5262735,1.7301139,1.2989665,1.770858,1.937045,1.581784,1.9265025
CALM1,1.714408,1.5207834,1.7851193,1.4684094,1.5002788,2.06162,1.3858376,2.216103
CHGA,1.6117833,1.321676,1.3332202,1.4262509,1.680108,2.23911,1.4867238,1.2118286
DDX24,1.4961922,1.5870897,1.4916064,1.1739743,1.3704951,1.6933795,1.4774247,1.4750985
CYP46A1,1.4077439,1.2508551,1.4538858,1.4620036,1.8840512,1.8237895,1.371461,1.6809661
MEG3,1.9906176,1.8552296,1.9507247,1.4333738,1.875234,1.9946547,1.9629859,1.6751231
MEG8,1.5489748,1.3221363,1.9350679,2.0568438,1.5909485,1.3886173,1.6853242,1.7021784
RP11-796G6.1,1.3962154,1.1726186,1.6398602,1.4116027,1.6526061,1.5187225,1.2377954,1.43859
HSP90AA1,1.6120318,1.8084453,1.5528095,1.8624692,1.5474964,1.9187808,2.1214197,1.5537333
CKB,1.4712945,1.3248137,1.454406,1.9790243,1.7189364,1.5613923,1.8727499,2.3891718
KLC1,1.3037386,1.9023522,1.158853,1.57037,1.5231155,1.8745227,1.386616,1.482637
C14orf2,1.3433232,1.6998873,1.7259214,1.8277972,1.8984857,1.5918256,1.6038672,1.1537592
INF2,1.4845192,1.3435637,1.2243354,1.5714809,1.8159834,1.6363411,1.5746174,1.3433656
CRIP2,1.8309399,1.085725,1.3933036,1.3887358,1.2987548,1.7667123,1.6724391,1.5871898
SNRPN,1.2667909,1.713394,1.7293557,1.0546288,1.6210796,1.3263886,1.6084543,1.2981322
GABRG3,1.7814112,1.756045,1.4877832,1.6830553,1.8540497,1.6850632,1.6173449,1.5213087
SCG5,1.45491,1.4617715,1.6387792,1.5271378,1.4651875,1.7368832,1.7275186,1.7636077
RYR3,1.6962729,1.7100109,1.2393453,1.8871614,1.7898184,1.463643,1.6747292,1.4516267
GOLGA8B,1.4029443,1.5446923,1.5770127,1.4055214,1.2758104,1.313747,1.1937846,1.3780495
MEIS2,1.6869407,1.6595806,1.4656891,1.3580545,1.3982131,1.645334,1.5956105,1.591391
SPRED1,1.359085,1.2383292,1.7004086,1.5406806,1.1926509,1.908826,1.8232095,1.235799
SRP14,1.371002,1.570613,1.5812064,1.5042356,1.1554822,1.4724593,1.6296568,1.209296
RTF1,1.686701,1.4702282,1.5616832,1.6324997,1.64771,1.6714511,1.5165035,1.6949905
MAP1A,1.6849761,1.6398112,1.3707116,1.2934753,1.221236,1.7522602,1.6060174,1.1278545
SERF2,1.3613081,1.4439033,1.6845667,1.4218895,1.7074162,1.2104053,1.4824058,1.5122124
EID1,1.5046934,1.5924704,1.4115318,1.2501884,2.078608,1.2420553,1.5091221,1.4227129
GABPB1-AS1,1.5735458,1.3878348,1.7216706,1.442445,1.4147189,1.2945629,1.233157,1.0954767
ARPP19,1.2926896,1.7599306,2.0881124,1.6226904,1.7454008,1.9635221,1.9606708,1.5887785
UNC13C,1.2840443,1.5055215,1.3546786,1.9896992,1.678944,1.6642838,1.364274,1.676947
RORA,1.8622963,1.3261107,1.6276565,1.7317351,1.6758064,1.4514536,1.6953491,1.3297031
RAB11A,1.7755412,1.7156818,1.7206419,1.3099626,1.9179385,1.8261617,1.8294861,1.2950794
MAP2K1,1.7065154,1.7809178,1.9753823,1.6241544,1.47889,1.4863883,1.408575,1.4895949
RP11-592N21.1,1.3921181,1.2936031,1.427001,1.334532,1.7220671,1.7687043,1.5380727,1.4845561
PKM,1.7049485,1.7662456,1.5358775,1.7730356,1.5113503,1.366996,1.575773,1.4378196
NPTN,1.5196913,1.5771166,1.2698791,1.5455749,1.3302238,1.2282023,1.491946,1.540739
SCAMP5,1.3381312,1.8368403,1.322241,1.3017161,1.1590945,1.4704982,1.5072958,1.6548071
LINGO1,1.5687163,1.993922,1.8005933,1.7065463,1.8417944,1.483556,1.6320573,1.7792977
MORF4L1,1.9189675,1.6881006,1.3278085,1.4316189,1.4110216,1.2357992,1.7628069,1.791526
UBE2Q2P6,1.3081324,1.8142093,1.5526475,1.4603666,1.7038774,1.5026753,1.825868,1.5886322
MEF2A,1.6492229,1.4812616,1.7484882,1.649447,1.508309,1.6922684,1.7926955,1.360934
ARHGDIG,1.4325445,1.3640492,1.3118689,1.7507309,1.3585361,1.1521225,1.5680342,1.1728749
C16orf13,1.1645156,1.1906105,1.6537033,1.174417,1.4731462,1.6787323,1.3421426,1.4099699
MAPK8IP3,1.3241675,1.4341366,1.5420681,1.2633874,1.4081824,1.8822038,2.1510522,1.8718697
PKD1,2.050465,1.8698068,1.6138973,1.1726563,1.7044371,1.8760768,1.2472316,1.3141671
SRRM2,1.4508249,1.6890098,1.3387724,1.2648463,1.6224731,1.1450734,1.0949166,1.6376799
TCEB2,1.5015502,1.5272429,1.1524615,1.5514506,1.1745161,1.4731104,1.4802194,1.5519768
CDIP1,1.423486,1.1887543,1.3112733,1.5972395,1.7969315,1.4830449,1.6159803,1.5312717
RP11-420N3.3,2.17197,1.565506,1.6213353,1.998134,2.1503067,1.433199,1.5115107,1.1697679
SHISA9,1.6677877,1.7194095,1.5383862,1.5923043,2.0029273,1.818657,1.5720762,1.593792
CTA-276F8.2,1.478802,1.6627688,1.4726458,1.5886111,1.4981016,1.4922534,1.2645857,1.4895
PDXDC1,1.2472945,2.096523,1.3551193,1.5257494,1.7056926,1.8431467,2.2253203,1.4874142
XYLT1,1.4747155,1.9574295,1.8145828,1.4560822,1.7748636,1.6139344,1.3606452,2.1243613
HS3ST4,1.5064191,1.5238364,1.1623247,1.4450921,2.0817788,1.6532227,1.5014446,1.5188955
